word,logp
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4039722681045532, 1.5464531183242798, 1.9689723253250122]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5753482580184937, 1.61556077003479, 1.9904382228851318]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4637175798416138, 1.5529786348342896, 1.9473421573638916]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.2802095413208008, 1.4793457984924316, 1.8963792324066162]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3753561973571777, 1.6050381660461426, 1.9962128400802612]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4056446552276611, 1.5966917276382446, 2.023555040359497]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6349380016326904, 1.671022891998291, 1.9171918630599976]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4694654941558838, 1.645495057106018, 1.9362910985946655]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.294594168663025, 1.56989586353302, 1.9623358249664307]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4901331663131714, 1.577945590019226, 1.993540644645691]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6265488862991333, 1.6204602718353271, 1.9744791984558105]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4310295581817627, 1.5752413272857666, 1.9486113786697388]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.542252540588379, 1.6551976203918457, 2.0352444648742676]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4004021883010864, 1.5384893417358398, 1.9054443836212158]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4104900360107422, 1.5776681900024414, 2.024434804916382]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4780586957931519, 1.5436755418777466, 1.917022943496704]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3026927709579468, 1.5087352991104126, 1.914172649383545]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.5177284479141235, 1.5635417699813843, 2.024632692337036]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4078909158706665, 1.493319034576416, 2.0073299407958984]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5075362920761108, 1.6224230527877808, 2.0572102069854736]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.4220401048660278, 1.5661680698394775, 2.0182852745056152]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.239012360572815, 1.4849499464035034, 1.9626058340072632]"
"['<sos>', 'product', 'product', '<eos>']","[0.0, 1.5682278871536255, 1.6344236135482788, 2.0363550186157227]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.616501808166504, 1.669181227684021, 1.858274221420288]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3760929107666016, 1.6258740425109863, 1.9040244817733765]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.637342929840088, 1.6086554527282715, 2.0119478702545166]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4331762790679932, 1.5300577878952026, 1.8923673629760742]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.3470723628997803, 1.500982403755188, 1.926733374595642]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3384263515472412, 1.5753929615020752, 2.0218286514282227]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.4283555746078491, 1.5121651887893677, 1.9746417999267578]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.537830114364624, 1.5611457824707031, 1.992186427116394]"
"['<sos>', 'price', 'quality', '<eos>']","[0.0, 1.4943991899490356, 1.5742770433425903, 1.9904423952102661]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3390940427780151, 1.5943564176559448, 1.9837936162948608]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4277405738830566, 1.58241868019104, 1.923949122428894]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5693122148513794, 1.6311945915222168, 2.0220587253570557]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.4549559354782104, 1.513837218284607, 1.999006986618042]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5387670993804932, 1.6214170455932617, 1.8699288368225098]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5385316610336304, 1.6616878509521484, 2.009204387664795]"
"['<sos>', 'price', 'product', '<eos>']","[0.0, 1.5262757539749146, 1.5622848272323608, 1.9901988506317139]"
"['<sos>', 'quality', 'quality', '<eos>']","[0.0, 1.4683336019515991, 1.6232993602752686, 2.0057036876678467]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4425832033157349, 1.5655913352966309, 1.9172621965408325]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.4416636228561401, 1.541369915008545, 1.9380196332931519]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.3425225019454956, 1.5057350397109985, 1.9251469373703003]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.460518717765808, 1.5789146423339844, 1.8709112405776978]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.5150936841964722, 1.64223313331604, 1.9916224479675293]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5877816677093506, 1.637970209121704, 1.9210842847824097]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5377321243286133, 1.587187647819519, 1.9170342683792114]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.4753097295761108, 1.6251314878463745, 2.016080141067505]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.59676992893219, 1.642077922821045, 1.9566893577575684]"
"['<sos>', 'price', 'sound', '<eos>']","[0.0, 1.5172996520996094, 1.5972760915756226, 1.9670253992080688]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5988308191299438, 1.6320526599884033, 1.9700927734375]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.5399783849716187, 1.5992839336395264, 1.938118815422058]"
"['<sos>', 'camera', 'camera', '<eos>']","[0.0, 1.6662871837615967, 1.7448210716247559, 1.8297051191329956]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.374489665031433, 1.5688809156417847, 2.004002094268799]"
"['<sos>', 'sound', 'sound', '<eos>']","[0.0, 1.3654950857162476, 1.572581171989441, 1.996846079826355]"
"['<sos>', 'price', 'price', '<eos>']","[0.0, 1.6482605934143066, 1.6457761526107788, 1.9722996950149536]"
